0,-1.5708,0,0,1.5708,-1.5708
-1.1008e-09,-1.5708,1.5665e-09,6.0893e-06,1.5708,-1.5708
-3.3026e-09,-1.5708,4.7e-09,1.8268e-05,1.5708,-1.5708
-6.6062e-09,-1.5708,9.4028e-09,3.6536e-05,1.5708,-1.5708
-1.1013e-08,-1.5708,1.5679e-08,6.0893e-05,1.5708,-1.5708
-1.6524e-08,-1.5708,2.3533e-08,9.1339e-05,1.5708,-1.5708
-2.3143e-08,-1.5708,3.2974e-08,0.00012787,1.5708,-1.5708
-3.0873e-08,-1.5708,4.401e-08,0.0001705,1.5708,-1.5708
-3.9718e-08,-1.5708,5.6651e-08,0.00021921,1.5708,-1.5708
-4.9681e-08,-1.5708,7.0911e-08,0.00027402,1.5708,-1.5708
-6.0768e-08,-1.5708,8.6802e-08,0.00033491,1.5708,-1.5708
-7.2984e-08,-1.5708,1.0434e-07,0.00040189,1.5708,-1.5708
-8.6336e-08,-1.5708,1.2354e-07,0.00047496,1.5708,-1.5708
-1.0083e-07,-1.5708,1.4443e-07,0.00055412,1.5708,-1.5708
-1.1647e-07,-1.5708,1.6702e-07,0.00063937,1.5708,-1.5708
-1.3328e-07,-1.5708,1.9134e-07,0.00073071,1.5708,-1.5708
-1.5124e-07,-1.5708,2.1741e-07,0.00082814,1.5708,-1.5708
-1.7039e-07,-1.5708,2.4526e-07,0.00093165,1.5708,-1.5708
-1.9071e-07,-1.5708,2.7491e-07,0.0010413,1.5708,-1.5708
-2.1224e-07,-1.5708,3.0639e-07,0.001157,1.5708,-1.5708
-2.3497e-07,-1.5708,3.3974e-07,0.0012787,1.5708,-1.5708
-2.5891e-07,-1.5708,3.7498e-07,0.0014066,1.5708,-1.5708
-2.8409e-07,-1.5708,4.1215e-07,0.0015406,1.5708,-1.5708
-3.1051e-07,-1.5708,4.5129e-07,0.0016806,1.5708,-1.5708
-3.3819e-07,-1.5708,4.9243e-07,0.0018268,1.5708,-1.5708
-3.6713e-07,-1.5708,5.356e-07,0.001979,1.5708,-1.5708
-3.9736e-07,-1.5708,5.8086e-07,0.0021373,1.5708,-1.5708
-4.2889e-07,-1.5708,6.2824e-07,0.0023017,1.5708,-1.5708
-4.6174e-07,-1.5708,6.7779e-07,0.0024722,1.5708,-1.5708
-4.9591e-07,-1.5708,7.2954e-07,0.0026488,1.5708,-1.5708
-5.3143e-07,-1.5708,7.8356e-07,0.0028315,1.5708,-1.5708
-5.6832e-07,-1.5708,8.3988e-07,0.0030202,1.5708,-1.5708
-6.0659e-07,-1.5708,8.9855e-07,0.0032151,1.5708,-1.5708
-6.4626e-07,-1.5708,9.5963e-07,0.003416,1.5708,-1.5708
-6.8735e-07,-1.5708,1.0232e-06,0.003623,1.5708,-1.5708
-7.2989e-07,-1.5708,1.0892e-06,0.0038362,1.5708,-1.5708
-7.741e-07,-1.5708,1.1588e-06,0.0040554,1.5708,-1.5708
-8.2004e-07,-1.5708,1.232e-06,0.0042806,1.5708,-1.5708
-8.6774e-07,-1.5708,1.309e-06,0.004512,1.5708,-1.5708
-9.1724e-07,-1.5708,1.3899e-06,0.0047495,1.5708,-1.5708
-9.6857e-07,-1.5708,1.4749e-06,0.004993,1.5708,-1.5708
-1.0218e-06,-1.5708,1.564e-06,0.0052427,1.5708,-1.5708
-1.0769e-06,-1.5708,1.6574e-06,0.0054984,1.5708,-1.5708
-1.134e-06,-1.5708,1.7553e-06,0.0057602,1.5708,-1.5708
-1.1931e-06,-1.5708,1.8578e-06,0.0060281,1.5708,-1.5708
-1.2542e-06,-1.5708,1.9651e-06,0.0063021,1.5708,-1.5708
-1.3175e-06,-1.5708,2.0773e-06,0.0065822,1.5708,-1.5708
-1.3829e-06,-1.5708,2.1947e-06,0.0068684,1.5708,-1.5708
-1.4505e-06,-1.5708,2.3173e-06,0.0071606,1.5708,-1.5708
-1.5203e-06,-1.5708,2.4454e-06,0.0074589,1.5708,-1.5708
-1.5925e-06,-1.5708,2.5792e-06,0.0077634,1.5708,-1.5708
-1.6671e-06,-1.5708,2.7188e-06,0.0080739,1.5708,-1.5708
-1.744e-06,-1.5708,2.8645e-06,0.0083905,1.5708,-1.5708
-1.8235e-06,-1.5708,3.0164e-06,0.0087131,1.5708,-1.5708
-1.9055e-06,-1.5708,3.1748e-06,0.0090419,1.5708,-1.5708
-1.9901e-06,-1.5708,3.3399e-06,0.0093767,1.5708,-1.5708
-2.0773e-06,-1.5708,3.5119e-06,0.0097177,1.5708,-1.5708
-2.1674e-06,-1.5708,3.6911e-06,0.010065,1.5708,-1.5708
-2.2602e-06,-1.5708,3.8777e-06,0.010418,1.5708,-1.5708
-2.3559e-06,-1.5708,4.0719e-06,0.010777,1.5708,-1.5708
-2.4546e-06,-1.5708,4.274e-06,0.011142,1.5708,-1.5708
-2.5563e-06,-1.5708,4.4843e-06,0.011514,1.5708,-1.5708
-2.6611e-06,-1.5708,4.703e-06,0.011891,1.5708,-1.5708
-2.7691e-06,-1.5708,4.9304e-06,0.012275,1.5708,-1.5708
-2.8804e-06,-1.5708,5.1669e-06,0.012664,1.5708,-1.5708
-2.9951e-06,-1.5708,5.4126e-06,0.01306,1.5708,-1.5708
-3.1132e-06,-1.5708,5.668e-06,0.013462,1.5708,-1.5708
-3.2348e-06,-1.5708,5.9333e-06,0.01387,1.5708,-1.5708
-3.36e-06,-1.5708,6.2088e-06,0.014283,1.5708,-1.5708
-3.489e-06,-1.5708,6.495e-06,0.014703,1.5708,-1.5708
-3.6218e-06,-1.5708,6.792e-06,0.01513,1.5708,-1.5708
-3.7585e-06,-1.5708,7.1004e-06,0.015562,1.5708,-1.5708
-3.8993e-06,-1.5708,7.4204e-06,0.016,1.5708,-1.5708
-4.0441e-06,-1.5708,7.7524e-06,0.016444,1.5708,-1.5708
-4.1932e-06,-1.5708,8.0969e-06,0.016895,1.5708,-1.5708
-4.3467e-06,-1.5708,8.4541e-06,0.017351,1.5708,-1.5708
-4.5046e-06,-1.5708,8.8246e-06,0.017814,1.5708,-1.5708
-4.6671e-06,-1.5708,9.2087e-06,0.018283,1.5708,-1.5708
-4.8343e-06,-1.5708,9.6069e-06,0.018757,1.5708,-1.5708
-5.0063e-06,-1.5708,1.002e-05,0.019238,1.5708,-1.5708
-5.1833e-06,-1.5708,1.0447e-05,0.019725,1.5708,-1.5708
-5.3654e-06,-1.5708,1.089e-05,0.020218,1.5708,-1.5708
-5.5527e-06,-1.5708,1.135e-05,0.020717,1.5708,-1.5708
-5.7454e-06,-1.5708,1.1825e-05,0.021222,1.5708,-1.5708
-5.9435e-06,-1.5708,1.2317e-05,0.021734,1.5708,-1.5708
-6.1474e-06,-1.5708,1.2827e-05,0.022251,1.5708,-1.5708
-6.357e-06,-1.5708,1.3355e-05,0.022774,1.5708,-1.5708
-6.5726e-06,-1.5708,1.3902e-05,0.023304,1.5708,-1.5708
-6.7943e-06,-1.5708,1.4468e-05,0.023839,1.5708,-1.5708
-7.0222e-06,-1.5708,1.5053e-05,0.024381,1.5708,-1.5708
-7.2567e-06,-1.5708,1.5659e-05,0.024928,1.5708,-1.5708
-7.4977e-06,-1.5708,1.6286e-05,0.025482,1.5708,-1.5708
-7.7456e-06,-1.5708,1.6934e-05,0.026042,1.5708,-1.5708
-8.0004e-06,-1.5708,1.7605e-05,0.026608,1.5708,-1.5708
-8.2624e-06,-1.5708,1.8298e-05,0.02718,1.5708,-1.5708
-8.5318e-06,-1.5708,1.9016e-05,0.027758,1.5708,-1.5708
-8.8087e-06,-1.5708,1.9757e-05,0.028342,1.5708,-1.5708
-9.0934e-06,-1.5708,2.0524e-05,0.028932,1.5708,-1.5708
-9.3861e-06,-1.5708,2.1317e-05,0.029528,1.5708,-1.5708
-9.687e-06,-1.5708,2.2136e-05,0.030131,1.5708,-1.5708
-9.9962e-06,-1.5708,2.2983e-05,0.030739,1.5708,-1.5708
-1.0314e-05,-1.5708,2.3858e-05,0.031354,1.5708,-1.5708
-1.0641e-05,-1.5708,2.4762e-05,0.031974,1.5708,-1.5708
-1.0977e-05,-1.5708,2.5696e-05,0.032601,1.5708,-1.5708
-1.1322e-05,-1.5708,2.6661e-05,0.033233,1.5708,-1.5708
-1.1677e-05,-1.5708,2.7658e-05,0.033872,1.5708,-1.5708
-1.2042e-05,-1.5708,2.8688e-05,0.034517,1.5708,-1.5708
-1.2416e-05,-1.5708,2.9752e-05,0.035168,1.5708,-1.5708
-1.2802e-05,-1.5708,3.085e-05,0.035825,1.5708,-1.5708
-1.3198e-05,-1.5708,3.1984e-05,0.036488,1.5708,-1.5708
-1.3604e-05,-1.5708,3.3155e-05,0.037157,1.5708,-1.5708
-1.4023e-05,-1.5708,3.4364e-05,0.037832,1.5708,-1.5708
-1.4452e-05,-1.5708,3.5612e-05,0.038513,1.5708,-1.5708
-1.4894e-05,-1.5708,3.69e-05,0.0392,1.5708,-1.5708
-1.5348e-05,-1.5708,3.823e-05,0.039894,1.5708,-1.5708
